,AreaName,AvgPrice,Latitude,Longitude,PinCode,District
320,Kalkaji Extension,10735.93,28.541421,77.255747,110019,South East Delhi District
321,Karkardooma,7458.85,28.649875,77.302592,110092,Shahdara District
322,Sudarshan Park,11158.02,28.660094,77.132877,110015,West District
323,Chirag Delhi,11406.25,28.538589,77.228025,110017,South District
324,Dwarka Sector 9,10563.29,28.57934,77.065129,110077,South West District
325,Madhu Vihar,11541.67,28.601681,77.059258,110059,South West District
326,Munirka Vihar,14117.65,28.553441,77.174918,110067,New Delhi District
327,Pocket 2 Sector 6 Dwarka,10415.58,28.59122,77.059791,110075,South West District
328,Zakir Nagar,4916.67,28.56727,77.279498,110025,South East Delhi District
329,Gujranwala Town,10146.1,28.638975,77.08086,110018,West District
330,Kalyan Vihar,3589.74,28.691047,77.197438,110009,North District
331,Sector 19,12156.18,28.577133,77.052768,110075,South West District
332,South Anarkali Delhi,11111.11,28.515603,77.227055,,South District
333,Sunlight Colony,6857.14,28.576913,77.258301,110014,South East Delhi District
334,Ashok Vihar Phase-1,8641.98,28.6916,77.167153,110052,North West District
335,Dwarka Sector 17,8658.35,28.591823,77.028044,110078,South West District
336,Inderpuri,661.4,28.631922,77.147498,110012,New Delhi District
337,Old Delhi,10747.13,28.563078,77.289901,110025,South East Delhi District
338,Sector 4 Rohini,9500,28.707737,77.10273,110085,North West District
339,Vinod Nagar North,5776.38,28.626427,77.290015,110092,East District
340,Wea,18607.86,28.632694,77.21966,,
341,Alaknanda Gangotri Enclave,14507.67,28.524453,77.252141,110019,South East Delhi District
342,Ashram,14973.26,28.578917,77.259447,110014,South East Delhi District
343,Baljeet Nagar,2921.35,28.653045,77.15715,110008,West District
344,Budh Vihar,2555.56,28.622737,77.313299,110091,East District
345,Devli Nai Basti,416.67,28.505528,77.234013,110062,South District
346,Govindpura,5873.02,28.645781,77.284887,110051,East District
347,Kalkaji Main,14000,28.541421,77.255747,110019,South East Delhi District
348,Roop Nagar,27247.96,28.684984,77.20039,110007,Central District
349,Subhash Park Extn New Delhi,4400,28.679682,77.276699,110032,Shahdara District
350,Vishwas Park Extn Uttam Nagar,3500,28.610002,77.057957,110059,West District
351,Wazirabad,4117.65,28.724929,77.224245,110084,Central District
352,Babarpur,7222.22,28.688691,77.279249,110032,Shahdara District
353,Bali Nagar,4444.44,28.653915,77.128918,110015,West District
354,Bamnoli,735.29,28.545682,77.031618,110077,South West District
355,Bhalswa,3461.54,28.742565,77.163174,110042,North District
356,Dda Flat,9622.96,28.52615,77.221537,110017,South District
357,Dwarka Sector 11 Pocket 3,5630.64,28.585082,77.047071,110075,South West District
358,E 2 Vasant Kunj,5641.03,28.51498,77.153245,110070,South District
359,Madangir,441.92,28.519654,77.228583,110062,South District
360,Masjid Moth,14571.43,28.541008,77.234227,110048,South East Delhi District
361,Meera Bagh,8346.59,28.658887,77.089295,110087,West District
362,Netaji Subhash Place,20357.14,28.692377,77.149477,110034,North West District
363,New Kondli,1087.99,28.606115,77.330756,110096,East District
364,Sector 11 Dwarka Pocket 2,8394.06,28.585773,77.045946,110075,South West District
365,Sector 15A,18636.36,28.675372,77.223558,110054,Central District
366,Swasthya Vihar,14204.55,28.640829,77.289421,110092,East District
367,Abul Fazal Enclave,3466.67,28.54637,77.307199,110025,South East Delhi District
368,Central Secretariat,16216.22,28.615966,77.215843,110001,New Delhi District
369,Delhi Apartments,1152.93,28.603676,77.054309,110078,West District
370,Derawal Nagar,8171.6,28.699642,77.190193,110009,North District
371,Dwarka Sector 12 Pocket 4,9145.82,28.595862,77.043795,110078,South West District
372,Paschim Vihar Main,10952.38,28.669306,77.093265,110063,West District
373,Sector 6 Dwarka Palam Vihar,11319.5,28.594958,77.068549,110075,South West District
374,Sushant Lok Delhi,3459.87,28.657155,77.316155,110092,Shahdara District
375,Vinod Nagar East,474.07,28.623101,77.307622,110091,East District
376,10 Sector Dwarka,8200.93,28.590611,77.057569,110075,South West District
377,B K Dutt Colony,21912.35,28.581666,77.215914,110003,South East Delhi District
378,Bhagwati Vihar,2888.89,28.612684,77.06236,110059,West District
379,Block A,11785.71,28.644128,77.101778,110018,West District
380,Jagriti Enclave Shreshtha Vihar,20790.44,28.655879,77.316371,110092,Shahdara District
381,Kundli,5177.13,28.69801,77.120157,110034,North West District
382,Loknayak Puram,5765.43,28.663064,77.010044,110041,West District
383,Mansarovar Park,7849.56,28.681864,77.299151,110032,Shahdara District
384,Mayur Vihar Iii,810.86,28.610627,77.336514,110096,East District
385,Okhla Vihar,4888.89,28.554818,77.290006,110025,South East Delhi District
386,Ranjeet Nagar,10909.09,28.64345,77.169485,110008,West District
387,Shyam Vihar Phase1,4637.25,28.606015,77.02922,110078,South West District
388,Anupam Garden 10Th Lane,9523.81,28.514134,77.208503,110017,South District
389,Bhiwadi,3696.78,28.632694,77.21966,,
390,Block A1 Chattarpur,3750,28.494484,77.184047,110074,South District
391,Deepali,7393.76,28.694694,77.118494,110034,North West District
392,Dilshad Colony,8714.29,28.6884,77.326317,110095,Shahdara District
393,Dwarka Sector 15,8216.37,28.606782,77.023576,110078,South West District
394,Kakrola,6296.3,28.608126,77.018272,110078,South West District
395,Kalu Sarai,25713.38,28.539458,77.199566,110016,South District
396,Mahipalpur Extension,4843.21,28.545272,77.129485,110037,New Delhi District
397,Nasirpur,8892.86,28.600232,77.087882,110045,South West District
398,Navin Shahdara,9565.22,28.671679,77.294197,,Shahdara District
399,Sarai Rohilla,3157.89,28.66302,77.182898,110005,Central District
400,Sector 111,10260.67,28.736906,77.051255,110086,North West District
401,Sector 8 Dwarka Block B,10526.32,28.575747,77.073874,110077,South West District
402,Sector-28 Rohini,5798.52,28.756306,77.101561,110042,North District
403,Sector24,10142.86,28.632694,77.21966,,New Delhi District
404,Sectorb Vasant Kunj,14285.71,28.522471,77.164599,110070,South District
405,Sewa Nagar,6166.67,28.577172,77.225249,110003,South East Delhi District
406,Shakurpur,2471.91,28.682335,77.141606,110034,North West District
407,Shadipur,20636.36,28.652243,77.151937,110008,West District
408,Aerocity,4391.01,28.552016,77.121662,110037,New Delhi District
409,Bharat Vihar,4383.33,28.607385,77.029196,110078,South West District
410,Chitra Vihar,11877.01,28.642648,77.285919,110092,East District
411,Defence Colony Flyover,53722.18,28.573199,77.232795,110024,South East Delhi District
412,Delhi Cantonment,8437.5,28.584669,77.133538,,New Delhi District
413,Duggal Housing Complex,3871.83,28.512933,77.228906,110062,South District
414,Karala,3424.66,28.735684,77.036117,110081,North West District
415,Mansa Ram Park Park Path,3500,28.617651,77.039019,110059,West District
416,Pochanpur Colony,6263.89,28.561103,77.047446,110077,South West District
417,Sadar Bazaar,5166.93,28.591759,77.120554,110010,New Delhi District
418,Sector 103,4526.7,28.735093,77.142806,110042,North District
419,Sector 37 Rohini,3000,28.74381,77.060163,110086,North District
420,Sector 9,13750,28.717325,77.127455,110085,North District
421,Sheikh Sarai Phase2 New Delhi,12513.91,28.534073,77.228266,110017,South District
422,Sonia Vihar,2545.45,28.716561,77.252766,110090,North East District
423,South Patel Nagar,13333.33,28.652637,77.163834,110008,West District
424,Vasant Enclave,13221.54,28.574318,77.159724,110057,New Delhi District
425,Vasant Vihar C Block,40000,28.567879,77.15832,110057,New Delhi District
426,Batla House New Delhi,376.92,28.567446,77.286619,110025,South East Delhi District
427,Block Ap Poorvi Pitampura,13257.08,28.703266,77.140724,110034,North West District
428,Chandni Chowk,8230.45,28.655159,77.233645,110006,Central District
429,Fatehpurberi,8869.05,28.632694,77.21966,,New Delhi District
430,Govindpuri Extension New Delhi,4166.67,28.534117,77.258786,110019,South East Delhi District
431,Ishwar Nagar,11666.67,28.559345,77.267956,110065,South East Delhi District
432,Jahangir Puri,6709.35,28.72562,77.182357,110033,North District
433,Khanpur Colony,4100,28.509519,77.230424,110062,South District
434,Naharpur Village,2777.78,28.703462,77.115124,110085,North West District
435,Pocket 7 Dwarka Sector 12,8536.63,28.591314,77.043701,110078,South West District
436,Sector 11,9190.97,28.73339,77.109005,110085,North West District
437,Sector 12,13166.78,28.728298,77.122771,110085,North District
438,Sector C Vasant Kunj,40625,28.534377,77.145972,110070,South District
439,Sitapuri,4444.44,28.607997,77.075381,110059,South West District
440,Sonepat,3390.63,28.632694,77.21966,,
441,Surajmal Vihar,21666.67,28.661599,77.305985,110092,Shahdara District
442,Ali Village,6976.74,28.516516,77.308501,110076,South East Delhi District
443,Burari Garhi,4817.3,28.755099,77.199031,110084,Central District
444,Ca Apartments,109.74,28.671059,77.102869,110063,West District
445,Chandra Park,3902.11,28.610899,77.032639,110078,South West District
446,Daryaganj,9272.73,28.643996,77.241073,110002,Central District
447,Freedom Fighter Vihar,5000,28.510955,77.202062,110068,South District
448,Gazipur,10540.11,28.633403,77.318143,110096,East District
449,Hauz Rani,3571.43,28.528977,77.2094,110017,South District
450,Hill View,18416.67,28.575996,77.123512,110010,New Delhi District
451,Kanjhawla,3471.55,28.632694,77.21966,,New Delhi District
452,Karawal Nagar,2666.67,28.725454,77.268624,110094,North East District
453,Mehrauli Village,3870.36,28.521341,77.179337,110030,South District
454,Palam Vihar,9152.54,28.580917,77.088389,110045,South West District
455,R K Puram,29411.76,28.59833,77.094487,110045,South West District
456,Ram Nagar Extension,5555.56,28.654776,77.282714,110051,Shahdara District
457,Rithala,4550,28.718672,77.100659,110085,North West District
458,Sector 10,8919.76,28.725049,77.114447,110085,North District
459,Sector 6,7889,28.579063,77.167392,110021,New Delhi District
460,Sector-16 Dwarka,4250,28.59772,77.057337,110075,South West District
461,Sector-19 Rohini,11531.25,28.734704,77.142842,110042,North District
462,Sector-21 Rohini,7865.38,28.713045,77.067062,110086,North West District
463,Sfs Flats Saket,13571.43,28.523848,77.206773,110017,South District
464,Sidharth Ext,12727.27,28.579252,77.255716,110014,South East Delhi District
465,Sultanpur Extension,3969.7,28.496868,77.164988,110030,South District
466,10 Dwaraka Marg,8428.9,28.59853,77.087924,110045,South West District
467,A1 Block Paschim Vihar Delhi,10952.38,28.669306,77.093265,110063,West District
468,Bamnoli Village Delhi,5000,28.545682,77.031618,110077,South West District
469,Block J Rajouri Garden Extension,12923.08,28.64009,77.114278,110027,West District
470,Budh Nagar,7777.78,28.635105,77.142724,110012,New Delhi District
